rule0,rule1,targets,orbit_size,cycle_sums,extinct,fixed,balanced,cycle,glider,growing,unresolved,maxperiod,periods,maxtransient,balanced_at_t0,maxactive
"(0, -1, 0)","(0, 0, 1)",id,4,"[0, 1]",128,49024,0,0,0,0,0,0,[],8,0,0
"(0, -1, 0)","(0, 0, 1)",swap,4,[1],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(0, -1, 0)","(0, 0, 1)",const1,4,[1],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(0, -1, 0)","(0, 1, -1)",const0,4,[0],128,6400,0,42624,0,0,0,4,"[2, 4]",8,0,0
"(0, -1, 0)","(0, 1, -1)",id,4,"[-1, 0]",128,6400,0,42624,0,0,0,8,"[2, 4, 8]",9,0,0
"(0, -1, 0)","(0, 1, -1)",swap,4,[-1],0,2719,0,46433,0,0,0,8,"[2, 4, 8]",9,0,0
"(0, -1, 0)","(0, 1, -1)",const1,4,[-1],0,4516,0,44636,0,0,0,8,"[2, 4, 8]",4,0,0
"(0, -1, 0)","(0, 1, 0)",const0,4,[0],128,6400,0,42624,0,0,0,2,[2],8,0,0
"(0, -1, 0)","(0, 1, 0)",id,2,[0],5832,43320,0,0,0,0,0,0,[],8,0,0
"(0, -1, 0)","(0, 1, 0)",swap,2,[0],651,3189,0,45312,0,0,0,2,[2],2,0,0
"(0, -1, 1)","(0, -1, 1)",const0,4,[1],0,0,0,49152,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, -1, 1)",id,2,[1],0,0,0,49152,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, -1, 1)",swap,2,[2],0,0,0,49152,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, -1)",const0,4,[1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, -1)",id,4,"[-1, 1]",0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, -1)",swap,4,[0],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, -1)",const1,4,[-1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 0)",const0,4,[1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 0)",id,4,"[0, 1]",0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 0)",swap,4,[1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 0)",const1,4,[0],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 1)",const0,4,[1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 1)",id,4,[1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 1)",swap,4,[2],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 0, 1)",const1,4,[1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(0, -1, 1)","(0, 1, -1)",const0,4,[1],0,2637,0,46515,0,0,0,8,"[2, 4, 8]",8,0,0
"(0, -1, 1)","(0, 1, -1)",id,2,"[-1, 1]",0,5473,0,43679,0,0,0,8,"[2, 4, 6, 8]",4,0,0
"(0, -1, 1)","(0, 1, -1)",swap,2,[0],865,3950,0,44337,0,0,0,8,"[2, 4, 6, 8]",8,0,0
"(0, 0, -1)","(0, 0, -1)",const0,4,[-1],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, -1)",id,2,[-1],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, -1)",swap,2,[-2],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, 0)",const0,4,[-1],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, 0)",id,4,"[-1, 0]",0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, 0)",swap,4,[-1],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, 0)",const1,4,[0],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, 1)",const0,4,[-1],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, 1)",id,2,"[-1, 1]",0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, -1)","(0, 0, 1)",swap,2,[0],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, 0)","(0, 0, 0)",const0,2,[0],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, 0)","(0, 0, 0)",id,1,[0],0,49152,0,0,0,0,0,0,[],0,0,0
"(0, 0, 0)","(0, 0, 0)",swap,1,[0],0,49152,0,0,0,0,0,0,[],0,0,0
